1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+02
9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01 9.736842105263158942e+01
9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01 9.473684210526316463e+01
9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01 9.210526315789473983e+01
8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01 8.947368421052631504e+01
8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01 8.684210526315789025e+01
8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01 8.421052631578947967e+01
8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01 8.157894736842105488e+01
7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01 7.894736842105263008e+01
7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01 7.631578947368421950e+01
7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01 7.368421052631579471e+01
7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01 7.105263157894736992e+01
